participant,trial,video_id,skill_level,tool,mAP50,mAP75,mAP50_95,precision,recall,f1,frames,method
P4,1,P4.1,novice,diamond keratome straight,0.0,0.0,0.0,0.0,0.0,0.0,32,YOLO26
P4,1,P4.1,novice,forceps,0.3507,0.3181,0.2799,0.8605,0.3627,0.5103,102,YOLO26
P4,1,P4.1,novice,viscoelastic cannula,0.7688,0.2501,0.3571,0.9254,0.775,0.8435,80,YOLO26
P4,1,P4.1,novice,OVERALL,0.5574,0.4342,0.387,0.846,0.5609,0.6746,741,YOLO26
P4,2,P4.2,novice,capsulorhexis forceps,0.8814,0.8407,0.7034,0.985,0.8817,0.9305,372,YOLO26
P4,2,P4.2,novice,cystotome needle,0.6643,0.4294,0.408,0.8643,0.6875,0.7658,176,YOLO26
P4,2,P4.2,novice,diamond keratome iso,0.8519,0.7372,0.6061,1.0,0.8519,0.92,27,YOLO26
P4,2,P4.2,novice,diamond keratome straight,0.0,0.0,0.0,0.0,0.0,0.0,38,YOLO26
P4,2,P4.2,novice,forceps,0.463,0.4381,0.3911,0.92,0.4646,0.6174,99,YOLO26
P4,2,P4.2,novice,viscoelastic cannula,0.7297,0.4965,0.4259,0.9643,0.7297,0.8308,37,YOLO26
P4,2,P4.2,novice,OVERALL,0.7254,0.6193,0.5312,0.9513,0.7303,0.8263,684,YOLO26
P4,3,P4.3,novice,capsulorhexis forceps,0.8467,0.8285,0.7063,0.9858,0.8471,0.9112,327,YOLO26
P4,3,P4.3,novice,cystotome needle,0.8476,0.5336,0.5317,0.973,0.8504,0.9076,127,YOLO26
P4,3,P4.3,novice,diamond keratome iso,0.8824,0.8824,0.7643,0.9677,0.8824,0.9231,34,YOLO26
P4,3,P4.3,novice,diamond keratome straight,0.0,0.0,0.0,0.0,0.0,0.0,33,YOLO26
P4,3,P4.3,novice,forceps,0.408,0.2534,0.2319,0.9268,0.413,0.5714,92,YOLO26
P4,3,P4.3,novice,viscoelastic cannula,0.786,0.6899,0.5609,0.907,0.7959,0.8478,49,YOLO26
P4,3,P4.3,novice,OVERALL,0.743,0.6341,0.5568,0.9724,0.7447,0.8435,595,YOLO26
P4,4,P4.4,novice,capsulorhexis forceps,0.8874,0.614,0.6042,0.9617,0.8901,0.9245,282,YOLO26
P4,4,P4.4,novice,cystotome needle,0.6437,0.4658,0.4059,1.0,0.6437,0.7832,87,YOLO26
P4,4,P4.4,novice,diamond keratome iso,0.9626,0.3718,0.5146,0.9811,0.963,0.972,54,YOLO26
P4,4,P4.4,novice,diamond keratome straight,0.96,0.8219,0.5882,1.0,0.96,0.9796,25,YOLO26
P4,4,P4.4,novice,forceps,0.1908,0.1459,0.1393,0.6923,0.1978,0.3077,91,YOLO26
P4,4,P4.4,novice,viscoelastic cannula,0.6364,0.4737,0.4327,1.0,0.6364,0.7778,33,YOLO26
P4,4,P4.4,novice,OVERALL,0.735,0.4653,0.4634,0.9569,0.7378,0.8332,502,YOLO26
P4,5,P4.5,novice,capsulorhexis forceps,0.8799,0.52,0.5186,0.9865,0.88,0.9302,250,YOLO26
P4,5,P4.5,novice,cystotome needle,0.215,0.1102,0.1151,0.9474,0.2169,0.3529,83,YOLO26
P4,5,P4.5,novice,diamond keratome iso,0.8974,0.8718,0.6447,1.0,0.8974,0.9459,39,YOLO26
P4,5,P4.5,novice,diamond keratome straight,0.6111,0.2407,0.3086,1.0,0.6111,0.7586,18,YOLO26
P4,5,P4.5,novice,forceps,0.3438,0.0515,0.1263,0.8966,0.3662,0.52,71,YOLO26
P4,5,P4.5,novice,viscoelastic cannula,0.55,0.3064,0.3411,1.0,0.55,0.7097,20,YOLO26
P4,5,P4.5,novice,OVERALL,0.666,0.4003,0.3876,0.9787,0.6674,0.7936,429,YOLO26
P5,1,P5.1,novice,capsulorhexis forceps,0.8667,0.7235,0.6389,0.9087,0.874,0.8911,262,YOLO26
P5,1,P5.1,novice,cystotome needle,0.3636,0.3499,0.29,1.0,0.3636,0.5333,99,YOLO26
P5,1,P5.1,novice,diamond keratome iso,0.7742,0.7742,0.6772,1.0,0.7742,0.8727,31,YOLO26
P5,1,P5.1,novice,diamond keratome straight,0.0,0.0,0.0,0.0,0.0,0.0,30,YOLO26
P5,1,P5.1,novice,forceps,0.2429,0.0,0.0688,0.4941,0.4615,0.4773,91,YOLO26
P5,1,P5.1,novice,viscoelastic cannula,0.7445,0.5905,0.5237,0.9655,0.7467,0.8421,75,YOLO26
P5,1,P5.1,novice,OVERALL,0.6193,0.4565,0.4276,0.8413,0.6582,0.7385,527,YOLO26
P5,2,P5.2,novice,capsulorhexis forceps,0.6209,0.4092,0.3943,0.971,0.6291,0.7635,213,YOLO26
P5,2,P5.2,novice,cystotome needle,0.243,0.189,0.1712,0.9167,0.2444,0.386,90,YOLO26
P5,2,P5.2,novice,diamond keratome iso,0.7237,0.7237,0.6375,0.55,0.8462,0.6667,26,YOLO26
P5,2,P5.2,novice,diamond keratome straight,0.0147,0.0,0.0044,0.5,0.0294,0.0556,34,YOLO26
P5,2,P5.2,novice,forceps,0.4833,0.033,0.1401,0.7727,0.5368,0.6335,95,YOLO26
P5,2,P5.2,novice,viscoelastic cannula,0.7059,0.3617,0.3678,0.9796,0.7059,0.8205,68,YOLO26
P5,2,P5.2,novice,OVERALL,0.5948,0.2733,0.3113,0.9547,0.6008,0.7375,466,YOLO26
P5,3,P5.3,novice,capsulorhexis forceps,0.0571,0.0015,0.0123,0.2479,0.1714,0.2027,175,YOLO26
P5,3,P5.3,novice,cystotome needle,0.0741,0.0005,0.0155,0.4231,0.1429,0.2136,77,YOLO26
P5,3,P5.3,novice,diamond keratome iso,0.0909,0.0909,0.0818,1.0,0.0909,0.1667,11,YOLO26
P5,3,P5.3,novice,diamond keratome straight,0.0,0.0,0.0,0.0,0.0,0.0,30,YOLO26
P5,3,P5.3,novice,forceps,0.8138,0.0513,0.2488,0.7717,0.8353,0.8023,85,YOLO26
P5,3,P5.3,novice,viscoelastic cannula,0.5075,0.307,0.2938,1.0,0.5075,0.6733,67,YOLO26
P5,3,P5.3,novice,OVERALL,0.2434,0.0218,0.0753,0.5504,0.3438,0.4232,404,YOLO26
P5,4,P5.4,novice,capsulorhexis forceps,0.9526,0.851,0.711,0.9826,0.9536,0.9679,237,YOLO26
P5,4,P5.4,novice,cystotome needle,0.5014,0.3773,0.3694,0.9167,0.5156,0.66,64,YOLO26
P5,4,P5.4,novice,diamond keratome iso,0.9545,0.8025,0.7578,1.0,0.9545,0.9767,22,YOLO26
P5,4,P5.4,novice,diamond keratome straight,0.2333,0.0222,0.0686,1.0,0.2333,0.3784,30,YOLO26
P5,4,P5.4,novice,forceps,0.3868,0.2488,0.2377,0.7,0.506,0.5874,83,YOLO26
P5,4,P5.4,novice,viscoelastic cannula,0.6119,0.5069,0.5107,0.9762,0.6119,0.7523,67,YOLO26
P5,4,P5.4,novice,OVERALL,0.7226,0.6007,0.529,0.9345,0.7376,0.8244,451,YOLO26
P5,5,P5.5,novice,capsulorhexis forceps,0.8506,0.7236,0.6362,0.8932,0.8598,0.8762,214,YOLO26
P5,5,P5.5,novice,cystotome needle,0.2807,0.2179,0.213,1.0,0.2807,0.4384,57,YOLO26
P5,5,P5.5,novice,diamond keratome iso,0.9643,0.9246,0.7889,1.0,0.9643,0.9818,28,YOLO26
P5,5,P5.5,novice,diamond keratome straight,0.2,0.1633,0.1311,1.0,0.2,0.3333,35,YOLO26
P5,5,P5.5,novice,forceps,0.4466,0.3889,0.3011,0.9767,0.4468,0.6131,94,YOLO26
P5,5,P5.5,novice,viscoelastic cannula,0.6333,0.5035,0.4444,1.0,0.6333,0.7755,60,YOLO26
P5,5,P5.5,novice,OVERALL,0.6384,0.5395,0.4676,0.9349,0.6475,0.7651,425,YOLO26
